question,chunk_id,doc_id,source,title
What domestic titles did Mourinho win in Spain within two years as manager of Real Madrid?,204e277a4193,369ca78a8733,wikipedia,José Mourinho
What record did Mourinho's Real Madrid side set for most goals scored in the top European leagues before also setting a new record for most points in the 2011-2012 season?,204e277a4193,369ca78a8733,wikipedia,José Mourinho
"What is the purpose of passing the ball at the back in football, particularly when the opponent is applying pressure?",d7e790c747f3,a2a984eeea21,wikipedia,Association football tactics
How can a team use the triangular play tactic to their advantage in the midfield?,d7e790c747f3,a2a984eeea21,wikipedia,Association football tactics
"What is the goal of swapping the positions of the wide men in a team, and what effect does it have on the opponent's defense?",d7e790c747f3,a2a984eeea21,wikipedia,Association football tactics
Which player scored the goals for Arsenal in this match?,c6b628223958,4a92fd040010,statsbomb,Aston Villa vs Arsenal - Premier League 2003/04
Did Aston Villa have more possession or pass attempts than Arsenal in this match?,c6b628223958,4a92fd040010,statsbomb,Aston Villa vs Arsenal - Premier League 2003/04
How many passing attempts did Arsenal have in this match?,c6b628223958,4a92fd040010,statsbomb,Aston Villa vs Arsenal - Premier League 2003/04
How can a team effectively counter-attack when using a man-to-man defence?,29e22743436c,a2a984eeea21,wikipedia,Association football tactics
What are the main drawbacks to using a man-to-man defence in football?,29e22743436c,a2a984eeea21,wikipedia,Association football tactics
How does a team's decision to press or drop back from pressing relate to their defensive block height?,29e22743436c,a2a984eeea21,wikipedia,Association football tactics
How did Chelsea manager Roberto Di Matteo successfully counter Barcelona's tiki-taka tactics in the 2011-2012 Champions League semi-finals?,a221310dbe90,e0fa0d76b780,wikipedia,Tiki-taka
What specific adjustments did the Switzerland national team make to their tactics after observing the Spain-US match at the Confederations Cup?,a221310dbe90,e0fa0d76b780,wikipedia,Tiki-taka
How did Chelsea's 4-5-1 formation with a compact midfield structure impact their ability to counter Barcelona's high ball possession in the Champions League semi-finals?,a221310dbe90,e0fa0d76b780,wikipedia,Tiki-taka
How did NJ/NY Gotham FC use their passing game compared to North Carolina Courage in this match?,01f7b385feac,0ab75049a6b1,statsbomb,NJ/NY Gotham FC vs North Carolina Courage - NWSL 2018
"Which strategy worked best for North Carolina Courage, and what led to their success?",01f7b385feac,0ab75049a6b1,statsbomb,NJ/NY Gotham FC vs North Carolina Courage - NWSL 2018
Did NJ/NY Gotham FC's late equalizer in the 93rd minute change the overall dynamics of the match?,01f7b385feac,0ab75049a6b1,statsbomb,NJ/NY Gotham FC vs North Carolina Courage - NWSL 2018
What are Marcelo Bielsa's views on the importance of the process leading to victory in football?,68f0fe3eb217,15c1306bc6f6,wikipedia,Marcelo Bielsa
What managerial honours has Marcelo Bielsa achieved throughout his career?,68f0fe3eb217,15c1306bc6f6,wikipedia,Marcelo Bielsa
What specific football honours did Marcelo Bielsa achieve with Leeds United?,68f0fe3eb217,15c1306bc6f6,wikipedia,Marcelo Bielsa
What are the natural advantages of the 3-4-3 formation in football?,0202ac3d2d01,ee82af87de01,youtube,Tifo's Guide to 3-4-3
How does the 3-4-3 formation allow teams to maintain balance between defense and attack?,0202ac3d2d01,ee82af87de01,youtube,Tifo's Guide to 3-4-3
"What is the typical structure of a team set up in a 3-4-3 formation, especially in possession?",0202ac3d2d01,ee82af87de01,youtube,Tifo's Guide to 3-4-3
What were the reasons behind Carlo Ancelotti's dismissal as Bayern Munich manager in 2017?,551c411bc86c,9b8586db9cb8,wikipedia,Carlo Ancelotti
How did Ancelotti's tactics and team selection against Paris Saint-Germain contribute to his dismissal?,551c411bc86c,9b8586db9cb8,wikipedia,Carlo Ancelotti
What changes did Ancelotti make to the team's lineup for the match against Paris Saint-Germain that led to questions about his decision-making?,551c411bc86c,9b8586db9cb8,wikipedia,Carlo Ancelotti
Has José Mourinho been accused of prioritizing results over playing attractive football?,47601aa7fb03,369ca78a8733,wikipedia,José Mourinho
What incident involving Mourinho and referee Anders Frisk led to a UEFA investigation and a two-match touchline ban for the manager?,47601aa7fb03,369ca78a8733,wikipedia,José Mourinho
How did Mourinho's tactics and personality influence the fortunes of Portuguese football in the 2010s and 2020s?,47601aa7fb03,369ca78a8733,wikipedia,José Mourinho
What was the key moment or turning point in the match that led to Ukraine's victory?,d7040351a2de,6c7ac0084631,statsbomb,Sweden vs Ukraine - UEFA Euro 2020
How did Sweden's possession dominance (685 passes) impact their performance against Ukraine?,d7040351a2de,6c7ac0084631,statsbomb,Sweden vs Ukraine - UEFA Euro 2020
Did Ukraine's high-passing number (792 passes) lead to any specific tactical advantage in the match?,d7040351a2de,6c7ac0084631,statsbomb,Sweden vs Ukraine - UEFA Euro 2020
What were the key signings made by Jürgen Klopp in the 2018-19 summer transfer window?,2d5b3fd0cc09,440ca772c8f6,wikipedia,Jürgen Klopp
How did Liverpool's defensive additions contribute to their success in the 2018-19 season?,2d5b3fd0cc09,440ca772c8f6,wikipedia,Jürgen Klopp
What was the significance of Klopp's side's unbeaten home run in the league during the 2018-19 season?,2d5b3fd0cc09,440ca772c8f6,wikipedia,Jürgen Klopp
Which team attempted more passes in the match?,88627f14b008,8edc952db41e,statsbomb,Arsenal vs Fulham - Premier League 2003/04
Who were the goalkeepers for both teams in the match?,88627f14b008,8edc952db41e,statsbomb,Arsenal vs Fulham - Premier League 2003/04
Were there any goals scored in the match?,88627f14b008,8edc952db41e,statsbomb,Arsenal vs Fulham - Premier League 2003/04
How did the throw-in law in Scotland influence the FA's adoption of the same rule in 1883?,23fd99bf98ac,0161bb1b3397,wikipedia,Throw-in
"Under what circumstances can a goal be scored directly from a throw-in, according to the game's laws?",23fd99bf98ac,0161bb1b3397,wikipedia,Throw-in
What change was made to the offside law in 1920 in relation to throw-ins?,23fd99bf98ac,0161bb1b3397,wikipedia,Throw-in
What was the final score of the match between Arsenal and Newcastle United on 2003-09-26?,9e57c2b80e79,b359f8d6970d,statsbomb,Arsenal vs Newcastle United - Premier League 2003/04
Which Arsenal player scored two goals in the match against Newcastle United?,9e57c2b80e79,b359f8d6970d,statsbomb,Arsenal vs Newcastle United - Premier League 2003/04
Did Arsenal or Newcastle United attempt more passes in the match?,9e57c2b80e79,b359f8d6970d,statsbomb,Arsenal vs Newcastle United - Premier League 2003/04
